first_column,path_no,o_zone_id,d_zone_id,within_OD_path_no,path_id,information_type,agent_type,demand_period,volume,assign_volume,subarea_flag,OD_impact_flag,path_network_design_flag,toll,#_of_nodes,travel_time,VDF_travel_time,VDF_travel_time_without_access_link,distance_km,node_sequence,link_sequence,geometry,link_type_name_sequence,link_code_sequence,link_link_distance_VDF_sequence,link_FFTT_sequence
,248,3,2125,2,3,0,sov,PM,1.1,0,1,2,1,0,18,20.2,20.2318,20.2318,11.1112,202780;202497;202499;202525;202516;202504;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202923;2125;,201564BA;201551BA;201558BA;201500BA;201541AB;201533BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200821AB;201005BA;,"LINESTRING (-112.330766 33.623526, -112.342088 33.632453, -112.350235 33.638677, -112.359637 33.645901, -112.370098 33.654190, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.460994 33.725310, -112.474416 33.729884)",,,,
,249,3,2125,1,2,0,sov,PM,1.29,0,1,2,1,0,19,20.2,20.1786,20.1786,11.1428,202495;202498;202497;202499;202525;202516;202504;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202923;2125;,201562BA;201568AB;201551BA;201558BA;201500BA;201541AB;201533BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200821AB;201005BA;,"LINESTRING (-112.330326 33.624071, -112.342079 33.632787, -112.342088 33.632453, -112.350235 33.638677, -112.359637 33.645901, -112.370098 33.654190, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.460994 33.725310, -112.474416 33.729884)",,,,
,254,3,2142,0,1,0,sov,PM,0.87,0,1,2,2,0,10,19.8,19.8018,19.8018,7.9385,202780;202497;202499;202525;202516;202504;202735;202734;202796;2142;,201564BA;201551BA;201558BA;201500BA;201541AB;201533BA;201102AB;detour-linkb;201603BA;,"LINESTRING (-112.330766 33.623526, -112.342088 33.632453, -112.350235 33.638677, -112.359637 33.645901, -112.370098 33.654190, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.426521 33.711249)",,,,
,255,3,2142,2,3,0,sov,PM,1.81,0,1,2,1,0,16,16.6,16.6451,16.6451,8.3806,202780;202497;202499;202525;202516;202504;202735;202734;202580;202576;202575;202577;202790;202809;202796;2142;,201564BA;201551BA;201558BA;201500BA;201541AB;201533BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201603BA;,"LINESTRING (-112.330766 33.623526, -112.342088 33.632453, -112.350235 33.638677, -112.359637 33.645901, -112.370098 33.654190, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.426521 33.711249)",,,,
,256,3,2142,1,2,0,sov,PM,1.33,0,1,2,1,0,17,16.6,16.5918,16.5918,8.4121,202495;202498;202497;202499;202525;202516;202504;202735;202734;202580;202576;202575;202577;202790;202809;202796;2142;,201562BA;201568AB;201551BA;201558BA;201500BA;201541AB;201533BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201603BA;,"LINESTRING (-112.330326 33.624071, -112.342079 33.632787, -112.342088 33.632453, -112.350235 33.638677, -112.359637 33.645901, -112.370098 33.654190, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.426521 33.711249)",,,,
,257,3,2146,0,1,0,sov,PM,0.9,0,1,2,2,0,13,22,21.9797,21.9797,10.3194,202780;202497;202499;202525;202516;202504;202735;202734;202796;202925;202924;202831;2146;,201564BA;201551BA;201558BA;201500BA;201541AB;201533BA;201102AB;detour-linkb;201595BA;200820AB;200985AB;200989BA;,"LINESTRING (-112.330766 33.623526, -112.342088 33.632453, -112.350235 33.638677, -112.359637 33.645901, -112.370098 33.654190, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.463132 33.718526, -112.464659 33.717140)",,,,
,258,3,2146,2,3,0,sov,PM,1.1,0,1,2,1,0,19,18.8,18.823,18.823,10.7615,202780;202497;202499;202525;202516;202504;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202924;202831;2146;,201564BA;201551BA;201558BA;201500BA;201541AB;201533BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200820AB;200985AB;200989BA;,"LINESTRING (-112.330766 33.623526, -112.342088 33.632453, -112.350235 33.638677, -112.359637 33.645901, -112.370098 33.654190, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.463132 33.718526, -112.464659 33.717140)",,,,
,259,3,2146,1,2,0,sov,PM,1.31,0,1,2,1,0,20,18.8,18.7697,18.7697,10.7931,202495;202498;202497;202499;202525;202516;202504;202735;202734;202580;202576;202575;202577;202790;202809;202796;202925;202924;202831;2146;,201562BA;201568AB;201551BA;201558BA;201500BA;201541AB;201533BA;201102AB;201342BA;201354BA;201353BA;201351BA;201346BA;201065BA;201606BA;201595BA;200820AB;200985AB;200989BA;,"LINESTRING (-112.330326 33.624071, -112.342079 33.632787, -112.342088 33.632453, -112.350235 33.638677, -112.359637 33.645901, -112.370098 33.654190, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.402696 33.679682, -112.403035 33.679927, -112.403932 33.680592, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.463132 33.718526, -112.464659 33.717140)",,,,
,323,6,2,0,1,0,sov,PM,2.36,0,1,2,2,0,14,28.8,28.7708,28.7708,12.1108,202926;202923;202925;202796;202734;202735;202504;202516;202525;202499;202500;202782;202783;202354;,201003AB;200821BA;201595AB;detour-linka;201102BA;201533AB;201541BA;201500AB;201558AB;201549BA;201574BA;201070BA;201823AB;,"LINESTRING (-112.480687 33.740538, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342096 33.638688, -112.334501 33.638522, -112.324760 33.638727, -112.310974 33.638683)",,,,
,324,6,2,3,4,0,sov,PM,11.94,0,1,2,1,0,20,22.8,22.8024,22.8024,12.5529,202926;202923;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202504;202516;202525;202499;202500;202782;202783;202354;,201003AB;200821BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201541BA;201500AB;201558AB;201549BA;201574BA;201070BA;201823AB;,"LINESTRING (-112.480687 33.740538, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342096 33.638688, -112.334501 33.638522, -112.324760 33.638727, -112.310974 33.638683)",,,,
,325,6,2,1,2,0,sov,PM,12.92,0,1,2,1,0,22,23.3,23.2908,23.2908,12.9569,202926;202923;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202506;202505;202519;202518;202517;202523;202522;202782;202783;202354;,201003AB;200821BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201537AB;201536BA;201531BA;201530AB;201497AB;201581AB;201494AB;201573AB;201070BA;201823AB;,"LINESTRING (-112.480687 33.740538, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.379549 33.672571, -112.371726 33.670753, -112.364881 33.665829, -112.358748 33.661900, -112.348458 33.654638, -112.337504 33.649679, -112.334501 33.638522, -112.324760 33.638727, -112.310974 33.638683)",,,,
,326,6,2,2,3,0,sov,PM,1.37,0,1,2,1,0,23,25.2,25.2189,25.2189,15.9037,202926;202923;202925;202796;202809;202790;202577;202575;202576;202579;202753;202752;202487;202467;202748;202788;202789;202804;202785;202803;202370;202783;202354;,201003AB;200821BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201350AB;201349AB;201086AB;201590AB;201634AB;201642AB;201645BA;201090AB;201849AB;201844BA;201847AB;201810AB;201827BA;201823AB;,"LINESTRING (-112.480687 33.740538, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.405285 33.678920, -112.403023 33.681234, -112.396280 33.687252, -112.389369 33.692288, -112.359900 33.696558, -112.334078 33.698246, -112.334084 33.692359, -112.325928 33.681420, -112.325834 33.674807, -112.325524 33.667625, -112.325009 33.653237, -112.324998 33.649988, -112.324760 33.638727, -112.310974 33.638683)",,,,
,327,6,3,0,1,0,sov,PM,6.71,0,1,2,2,0,12,26.3,26.3017,26.3017,11.3795,202926;202923;202925;202796;202734;202735;202504;202516;202525;202499;202497;202780;,201003AB;200821BA;201595AB;detour-linka;201102BA;201533AB;201541BA;201500AB;201558AB;201551AB;201564AB;,"LINESTRING (-112.480687 33.740538, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342088 33.632453, -112.330766 33.623526)",,,,
,328,6,3,2,3,0,sov,PM,3064.6,0,1,2,1,0,18,20.3,20.3333,20.3333,11.8216,202926;202923;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202504;202516;202525;202499;202497;202780;,201003AB;200821BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201541BA;201500AB;201558AB;201551AB;201564AB;,"LINESTRING (-112.480687 33.740538, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342088 33.632453, -112.330766 33.623526)",,,,
,329,6,3,1,2,0,sov,PM,23.44,0,1,2,1,0,19,20.3,20.3047,20.3047,11.8532,202926;202923;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202504;202516;202525;202499;202497;202498;202495;,201003AB;200821BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201541BA;201500AB;201558AB;201551AB;201568BA;201562AB;,"LINESTRING (-112.480687 33.740538, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342088 33.632453, -112.342079 33.632787, -112.330326 33.624071)",,,,
,332,6,9,0,1,0,sov,PM,0.72,0,1,2,2,0,12,25.4,25.3809,25.3809,10.8074,202926;202923;202925;202796;202734;202735;202504;202516;202525;202499;202497;202501;,201003AB;200821BA;201595AB;detour-linka;201102BA;201533AB;201541BA;201500AB;201558AB;201551AB;201563AB;,"LINESTRING (-112.480687 33.740538, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342088 33.632453, -112.341961 33.627740)",,,,
,333,6,9,1,2,0,sov,PM,1.48,0,1,2,1,0,18,19.4,19.4125,19.4125,11.2495,202926;202923;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202504;202516;202525;202499;202497;202501;,201003AB;200821BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201541BA;201500AB;201558AB;201551AB;201563AB;,"LINESTRING (-112.480687 33.740538, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342088 33.632453, -112.341961 33.627740)",,,,
,334,6,10,0,1,0,sov,PM,0.73,0,1,2,2,0,14,25.9,25.9259,25.9259,11.0523,202926;202923;202925;202796;202734;202735;202504;202516;202525;202499;202502;202512;202521;202496;,201003AB;200821BA;201595AB;detour-linka;201102BA;201533AB;201541BA;201500AB;201558AB;201559AB;201560BA;201548AB;201557AB;,"LINESTRING (-112.480687 33.740538, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.355060 33.638642, -112.359398 33.638646, -112.359366 33.631134, -112.359348 33.628814)",,,,
,335,6,10,1,2,0,sov,PM,1.47,0,1,2,1,0,20,20,19.9575,19.9575,11.4944,202926;202923;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202504;202516;202525;202499;202502;202512;202521;202496;,201003AB;200821BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201541BA;201500AB;201558AB;201559AB;201560BA;201548AB;201557AB;,"LINESTRING (-112.480687 33.740538, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.355060 33.638642, -112.359398 33.638646, -112.359366 33.631134, -112.359348 33.628814)",,,,
,336,6,12,0,1,0,sov,PM,0.71,0,1,2,2,0,13,25.1,25.0789,25.0789,10.7697,202926;202923;202925;202796;202734;202735;202733;202732;202619;202730;202729;202744;202728;,201003AB;200821BA;201595AB;detour-linka;201102BA;201532AB;201103AB;201270AB;201334BA;201105AB;201508AB;201514AB;,"LINESTRING (-112.480687 33.740538, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.393117 33.666132, -112.404481 33.654611, -112.406936 33.645969, -112.404621 33.638801, -112.394087 33.638726, -112.393981 33.631331, -112.393926 33.624102)",,,,
,337,6,12,1,2,0,sov,PM,1.49,0,1,2,1,0,17,19.1,19.077,19.077,11.5847,202926;202923;202925;202796;202809;202790;202608;202607;202586;202585;202588;202602;202604;202730;202729;202744;202728;,201003AB;200821BA;201595AB;201606AB;201065AB;201347AB;201277AB;201319AB;201322AB;201321AB;201317BA;201294BA;201335AB;201105AB;201508AB;201514AB;,"LINESTRING (-112.480687 33.740538, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.407417 33.677491, -112.418467 33.640626, -112.419381 33.639043, -112.419523 33.638935, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.394087 33.638726, -112.393981 33.631331, -112.393926 33.624102)",,,,
,338,6,12,2,3,0,sov,PM,1.1,0,1,2,1,0,19,19.1,19.1105,19.1105,11.2118,202926;202923;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202733;202732;202619;202730;202729;202744;202728;,201003AB;200821BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201532AB;201103AB;201270AB;201334BA;201105AB;201508AB;201514AB;,"LINESTRING (-112.480687 33.740538, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.393117 33.666132, -112.404481 33.654611, -112.406936 33.645969, -112.404621 33.638801, -112.394087 33.638726, -112.393981 33.631331, -112.393926 33.624102)",,,,
,342,6,19,0,1,0,sov,PM,0.71,0,1,2,2,0,12,24.7,24.7295,24.7295,10.5056,202926;202923;202925;202796;202734;202735;202504;202516;202525;202499;202497;202498;,201003AB;200821BA;201595AB;detour-linka;201102BA;201533AB;201541BA;201500AB;201558AB;201551AB;201568BA;,"LINESTRING (-112.480687 33.740538, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342088 33.632453, -112.342079 33.632787)",,,,
,343,6,19,1,2,0,sov,PM,1.49,0,1,2,1,0,18,18.8,18.7612,18.7612,10.9477,202926;202923;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202504;202516;202525;202499;202497;202498;,201003AB;200821BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201541BA;201500AB;201558AB;201551AB;201568BA;,"LINESTRING (-112.480687 33.740538, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.370098 33.654190, -112.359637 33.645901, -112.350235 33.638677, -112.342088 33.632453, -112.342079 33.632787)",,,,
,349,6,621,0,1,0,sov,PM,0.56,0,1,2,2,0,10,22.8,22.7751,22.7751,8.9816,202926;202923;202925;202796;202734;202735;202733;202731;202581;621;,201003AB;200821BA;201595AB;detour-linka;201102BA;201532AB;201104AB;201338BA;201340BA;,"LINESTRING (-112.480687 33.740538, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.395598 33.674156, -112.390686 33.669473, -112.393117 33.666132, -112.401189 33.668896, -112.415733 33.672911, -112.425654 33.670727)",,,,
,350,6,621,1,2,0,sov,PM,1.54,0,1,2,1,0,16,16.8,16.8067,16.8067,9.4237,202926;202923;202925;202796;202809;202790;202577;202575;202576;202580;202734;202735;202733;202731;202581;621;,201003AB;200821BA;201595AB;201606AB;201065AB;201346AB;201351AB;201353AB;201354AB;201342AB;201102BA;201532AB;201104AB;201338BA;201340BA;,"LINESTRING (-112.480687 33.740538, -112.460994 33.725310, -112.446316 33.713652, -112.423245 33.695797, -112.412007 33.686868, -112.405334 33.681636, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.393117 33.666132, -112.401189 33.668896, -112.415733 33.672911, -112.425654 33.670727)",,,,
