link_id,tmc_corridor_name,tmc_road_sequence,tmc,link_type_name,from_node_id,to_node_id,geometry,link_type_code,FT,AT,nlanes,link_distance_VDF,free_speed,capacity,k_critical,v_congestion_cutoff,AM_Volume,AM_speed_BPR,AM_speed_QVDF,AM_t0,AM_t3,AM_P, AM_D,AM_DC_ratio,AM_mu,MD_Volume,MD_speed_BPR,MD_speed_QVDF,MD_t0,MD_t3,MD_P, MD_D,MD_DC_ratio,MD_mu,PM_Volume,PM_speed_BPR,PM_speed_QVDF,PM_t0,PM_t3,PM_P, PM_D,PM_DC_ratio,PM_mu,vh06,vh07,vh08,vh09,vh10,vh11,vh12,vh13,vh14,vh15,vh16,vh17,vh18,vh19,vrh06,vrh07,vrh08,vrh09,vrh10,vrh11,vrh12,vrh13,vrh14,vrh15,vrh16,vrh17,vrh18,vrh19,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,vr06:00,vr06:15,vr06:30,vr06:45,vr07:00,vr07:15,vr07:30,vr07:45,vr08:00,vr08:15,vr08:30,vr08:45,vr09:00,vr09:15,vr09:30,vr09:45,vr10:00,vr10:15,vr10:30,vr10:45,vr11:00,vr11:15,vr11:30,vr11:45,vr12:00,vr12:15,vr12:30,vr12:45,vr13:00,vr13:15,vr13:30,vr13:45,vr14:00,vr14:15,vr14:30,vr14:45,vr15:00,vr15:15,vr15:30,vr15:45,vr16:00,vr16:15,vr16:30,vr16:45,vr17:00,vr17:15,vr17:30,vr17:45,vr18:00,vr18:15,vr18:30,vr18:45,vr19:00,vr19:15,vr19:30,vr19:45,
200985AB,,-1,,,202924,202831,"LINESTRING (-112.461529 33.711342, -112.461529 33.718526)",,4,3,0,0.495130,40.000000,500.000000,45.000000,34.000000,0.026154,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.009286,0.000019,34.000000, 0.026154,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.009286,0.000019,34.000000, 0.026154,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.009286,0.000019,34.000000, 40.000,39.500,40.000,40.000,40.000,40.000,39.500,40.000,40.000,39.896,39.670,39.255,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.943,39.887,39.830,39.773,39.717,39.660,39.604,33.570,39.658,39.772,39.886,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.987,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
200985BA,,-1,,,202831,202924,"LINESTRING (-112.464735 33.718526, -112.464735 33.711342)",,4,3,0,0.495130,40.000000,500.000000,45.000000,34.000000,0.026147,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.009284,0.000019,34.000000, 0.026147,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.009284,0.000019,34.000000, 0.026147,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.009284,0.000019,34.000000, 40.000,39.500,40.000,40.000,40.000,40.000,39.500,40.000,40.000,39.801,39.368,39.029,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.892,39.783,39.675,39.567,39.458,39.350,39.241,33.183,39.342,39.561,39.781,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.976,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
200989AB,,-1,,,2146,202831,"LINESTRING (-112.463582 33.715953, -112.462055 33.717339)",,9,3,0,0.129840,20.000000,99999.000000,45.000000,17.000000,0.026147,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.001032,0.000000,17.000000, 0.026147,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.001032,0.000000,17.000000, 0.026147,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.001032,0.000000,17.000000, 20.000,19.740,20.000,20.000,20.000,20.000,19.749,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,16.880,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,16.984,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.993,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
200989BA,,-1,,,202831,2146,"LINESTRING (-112.464209 33.719713, -112.465736 33.718327)",,9,3,0,0.129840,20.000000,99999.000000,45.000000,17.000000,0.026154,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.001032,0.000000,17.000000, 0.026154,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.001032,0.000000,17.000000, 0.026154,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.001032,0.000000,17.000000, 20.000,19.740,20.000,20.000,20.000,20.000,19.749,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,16.884,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,16.988,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.993,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
200997AB,,-1,,,615,202825,"LINESTRING (-112.460447 33.693294, -112.462520 33.711523)",,9,3,0,1.262010,20.000000,99999.000000,45.000000,17.000000,0.992647,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.039162,0.000000,17.000000, 0.992647,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.039162,0.000000,17.000000, 0.992647,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.039162,0.000000,17.000000, 20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
200997BA,,-1,,,202825,615,"LINESTRING (-112.465706 33.711161, -112.463633 33.692932)",,9,3,0,1.262010,20.000000,99999.000000,45.000000,17.000000,1.031055,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.040677,0.000000,17.000000, 1.031055,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.040677,0.000000,17.000000, 1.031055,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.040677,0.000000,17.000000, 20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
200998AB,,-1,,,202824,202894,"LINESTRING (-112.469722 33.712942, -112.478543 33.712949)",,4,3,0,0.508080,40.000000,500.000000,45.000000,34.000000,0.036608,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.012998,0.000026,34.000000, 0.036608,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.012998,0.000026,34.000000, 0.036608,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.012998,0.000026,34.000000, 40.000,39.500,40.000,40.000,40.000,40.000,39.500,40.000,40.000,39.932,39.782,39.339,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.963,39.925,39.888,39.851,39.813,39.776,39.739,33.715,39.775,39.850,39.925,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.992,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
200998BA,,-1,,,202894,202824,"LINESTRING (-112.478543 33.709743, -112.469722 33.709736)",,4,3,0,0.508080,40.000000,500.000000,45.000000,34.000000,0.036599,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.012995,0.000026,34.000000, 0.036599,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.012995,0.000026,34.000000, 0.036599,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.012995,0.000026,34.000000, 40.000,39.500,40.000,40.000,40.000,40.000,39.500,40.000,40.000,39.920,39.747,39.312,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.957,39.913,39.870,39.826,39.783,39.740,39.696,33.670,39.738,39.825,39.913,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.990,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201000AB,,-1,,,202825,202824,"LINESTRING (-112.464113 33.712945, -112.469722 33.712942)",,4,3,0,0.323070,40.000000,500.000000,45.000000,34.000000,0.036608,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.006499,0.000013,34.000000, 0.036608,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.006499,0.000013,34.000000, 0.036608,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.006499,0.000013,34.000000, 40.000,39.500,40.000,40.000,40.000,40.000,39.500,40.000,40.000,39.979,39.933,39.450,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.988,39.977,39.965,39.954,39.942,39.931,39.919,33.912,39.931,39.954,39.977,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.997,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201000BA,,-1,,,202824,202825,"LINESTRING (-112.469722 33.709736, -112.464113 33.709739)",,4,3,0,0.323070,40.000000,500.000000,45.000000,34.000000,0.036599,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.006498,0.000013,34.000000, 0.036599,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.006498,0.000013,34.000000, 0.036599,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.006498,0.000013,34.000000, 40.000,39.500,40.000,40.000,40.000,40.000,39.500,40.000,40.000,39.975,39.922,39.442,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.987,39.973,39.960,39.946,39.933,39.919,39.906,33.897,39.919,39.946,39.973,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.997,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201001AB,,-1,,,202924,202825,"LINESTRING (-112.463132 33.712945, -112.464113 33.712945)",,4,3,0,0.056500,40.000000,500.000000,45.000000,34.000000,1.067663,39.999995, 39.999965,7.749999,7.750001, 0.000002,0.189546,0.000379,34.000000, 1.067663,39.999995, 39.999965,7.749999,7.750001, 0.000002,0.189546,0.000379,34.000000, 1.067663,39.999995, 39.999965,7.749999,7.750001, 0.000002,0.189546,0.000379,34.000000, 40.000,39.500,40.000,40.000,40.000,40.000,39.500,40.000,40.000,39.917,39.735,39.304,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.955,39.909,39.864,39.818,39.773,39.728,39.682,33.655,39.726,39.817,39.909,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.990,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201001BA,,-1,,,202825,202924,"LINESTRING (-112.464113 33.709739, -112.463132 33.709739)",,4,3,0,0.056500,40.000000,500.000000,45.000000,34.000000,1.029246,39.999996, 39.999967,7.749999,7.750001, 0.000002,0.182726,0.000365,34.000000, 1.029246,39.999996, 39.999967,7.749999,7.750001, 0.000002,0.182726,0.000365,34.000000, 1.029246,39.999996, 39.999967,7.749999,7.750001, 0.000002,0.182726,0.000365,34.000000, 40.000,39.500,40.000,40.000,40.000,40.000,39.500,40.000,40.000,39.917,39.737,39.306,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.955,39.910,39.865,39.820,39.775,39.730,39.685,33.658,39.729,39.819,39.910,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.990,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201003AB,,-1,,,202926,202923,"LINESTRING (-112.481667 33.739270, -112.461974 33.724042)",,2,3,0,1.545150,56.000000,900.000000,45.000000,47.599998,453.860760,55.933700, 55.481446,7.741080,7.758920, 0.017839,81.799325,0.090888,47.599998, 453.860760,55.933700, 55.481446,7.741080,7.758920, 0.017839,81.799325,0.090888,47.599998, 453.860760,55.933700, 55.481446,7.741080,7.758920, 0.017839,81.799325,0.090888,47.599998, 55.863,54.884,55.774,55.797,55.355,54.912,53.888,55.041,55.663,53.709,48.206,48.522,56.000,56.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,56.000,55.926,55.851,55.777,55.702,55.628,55.553,47.118,55.582,55.687,55.791,55.896,56.000,55.889,55.779,55.668,55.557,55.447,55.336,55.226,55.115,55.004,54.894,54.783,54.672,54.562,46.167,54.601,54.756,54.912,55.067,55.223,55.378,55.534,55.689,55.845,56.000,54.751,53.501,52.252,51.002,49.753,48.503,51.957,36.840,51.957,49.830,52.915,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.990,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.970,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.774,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201003BA,,-1,,,202923,202926,"LINESTRING (-112.460014 33.726578, -112.479707 33.741806)",,2,3,0,1.545150,56.000000,900.000000,45.000000,47.599998,429.105146,55.939706, 55.528078,7.741889,7.758111, 0.016221,77.337620,0.085931,47.599998, 429.105146,55.939706, 55.528078,7.741889,7.758111, 0.016221,77.337620,0.085931,47.599998, 429.105146,55.939706, 55.528078,7.741889,7.758111, 0.016221,77.337620,0.085931,47.599998, 55.876,54.921,55.794,55.815,55.412,55.009,54.014,55.127,55.693,53.573,47.053,47.037,56.000,56.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.989,0.988,1.000,1.000,56.000,55.932,55.865,55.797,55.729,55.661,55.594,47.161,55.620,55.715,55.810,55.905,56.000,55.899,55.798,55.698,55.597,55.496,55.395,55.295,55.194,55.093,54.992,54.892,54.791,54.690,46.293,54.726,54.868,55.009,55.151,55.292,55.434,55.575,55.717,55.858,56.000,54.676,53.352,52.028,50.704,49.380,48.056,44.766,34.526,44.766,48.834,52.417,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.991,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.973,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.940,0.725,0.940,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201005AB,,-1,,,2125,202923,"LINESTRING (-112.474933 33.728367, -112.461511 33.723793)",,9,3,0,0.834760,20.000000,99999.000000,45.000000,17.000000,0.244653,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.009652,0.000000,17.000000, 0.244653,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.009652,0.000000,17.000000, 0.244653,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.009652,0.000000,17.000000, 20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,16.997,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,16.999,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201005BA,,-1,,,202923,2125,"LINESTRING (-112.460477 33.726827, -112.473899 33.731401)",,9,3,0,0.834760,20.000000,99999.000000,45.000000,17.000000,0.322370,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.012718,0.000000,17.000000, 0.322370,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.012718,0.000000,17.000000, 0.322370,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.012718,0.000000,17.000000, 20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.002,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.003,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
