od_no,o_zone_id,d_zone_id,o_zone_agent_type_cover_flag,d_zone_agent_type_cover_flag,path_id,information_type,agent_type,demand_period,volume,assign_volume,subarea_flag,sensor_flag,toll,travel_time,VDF_travel_time,travel_time_without_access_link,#_of_nodes,distance_kmOD0,OD1,OD2,OD3,OD4,OD5,OD6,OD7,OD8,OD9,OD10,OD11,OD12,OD13,OD14,OD15,OD16,OD17,OD18,OD19,
520,12,649,0,0,1,0,sov,PM,6.10,0,1,1,0.0,10.1,10.1086,10.1086,12,5.2576,2.270000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
521,12,650,0,0,0,0,sov,PM,145.12,0,1,1,0.0,7.9,7.9299,7.9299,11,3.9790,162.369995,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
522,12,651,0,0,0,0,sov,PM,186.02,0,1,1,0.0,8.8,8.8061,8.8061,11,4.2711,168.320007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
523,12,652,0,0,0,0,sov,PM,101.33,0,1,1,0.0,13.6,13.6116,13.6116,15,7.0066,113.080002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
524,12,653,0,0,0,0,sov,PM,3.99,0,1,1,0.0,13.1,13.1380,13.1380,16,7.4008,3.610000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
525,12,654,0,0,1,0,sov,PM,2.54,0,1,1,0.0,10.9,10.9353,10.9353,14,5.7976,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
526,12,654,0,0,0,0,sov,PM,0.93,0,1,1,0.0,11.7,11.7200,11.7200,16,5.7260,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
527,12,2061,0,0,0,0,sov,PM,74.41,0,1,1,0.0,6.3,6.2596,6.2596,8,3.0970,122.849998,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
528,12,2125,0,0,0,0,sov,PM,0.60,0,1,1,0.0,26.9,26.9401,26.9401,15,10.0593,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
529,12,2125,0,0,2,0,sov,PM,2.01,0,1,1,0.0,19.1,19.0888,19.0888,21,10.5014,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
530,12,2125,0,0,1,0,sov,PM,1.49,0,1,1,0.0,19.2,19.2331,19.2331,20,10.5655,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
531,12,2136,0,0,2,0,sov,PM,1.53,0,1,1,0.0,17.5,17.5161,17.5161,23,9.4470,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
532,12,2136,0,0,0,0,sov,PM,1.08,0,1,1,0.0,17.9,17.8957,17.8957,23,9.8340,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
533,12,2136,0,0,1,0,sov,PM,1.49,0,1,1,0.0,17.7,17.6604,17.6604,22,9.5111,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
534,12,2137,0,0,2,0,sov,PM,1.53,0,1,1,0.0,20.6,20.6307,20.6307,25,11.4082,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
535,12,2137,0,0,0,0,sov,PM,1.08,0,1,1,0.0,21.0,21.0103,21.0103,25,11.7952,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
536,12,2137,0,0,1,0,sov,PM,1.49,0,1,1,0.0,20.8,20.7750,20.7750,24,11.4723,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
537,12,2142,0,0,0,0,sov,PM,0.48,0,1,1,0.0,23.2,23.2358,23.2358,13,7.3286,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
538,12,2142,0,0,2,0,sov,PM,2.46,0,1,1,0.0,15.4,15.3846,15.3846,19,7.7707,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
539,12,2142,0,0,1,0,sov,PM,1.83,0,1,1,0.0,15.5,15.5288,15.5288,18,7.8349,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
540,12,2146,0,0,0,0,sov,PM,0.56,0,1,1,0.0,25.6,25.5622,25.5622,16,9.7096,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
541,12,2146,0,0,2,0,sov,PM,2.05,0,1,1,0.0,17.7,17.7109,17.7109,22,10.1517,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
542,12,2146,0,0,1,0,sov,PM,1.49,0,1,1,0.0,17.9,17.8552,17.8552,21,10.2158,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
543,12,2147,0,0,2,0,sov,PM,1.51,0,1,1,0.0,20.8,20.8176,20.8176,25,11.4705,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
544,12,2147,0,0,0,0,sov,PM,1.08,0,1,1,0.0,21.2,21.1972,21.1972,25,11.8575,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
545,12,2147,0,0,1,0,sov,PM,1.49,0,1,1,0.0,21.0,20.9619,20.9619,24,11.5346,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
546,12,2197,0,0,0,0,sov,PM,1.00,0,1,1,0.0,6.2,6.2499,6.2499,10,3.0314,1.240000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
547,14,1,0,0,0,0,sov,PM,1.00,0,1,1,0.0,12.7,12.6974,12.6974,17,10.5787,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
548,14,2,0,0,0,0,sov,PM,18.56,0,1,1,0.0,15.6,15.5717,15.5717,21,7.6835,13.740000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
549,14,3,0,0,0,0,sov,PM,1.65,0,1,1,0.0,13.0,13.0378,13.0378,19,6.9523,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
550,14,8,0,0,0,0,sov,PM,37.27,0,1,1,0.0,15.3,15.3262,15.3262,19,11.0952,41.209999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
551,14,9,0,0,0,0,sov,PM,10.83,0,1,1,0.0,12.3,12.3017,12.3017,19,6.3802,6.560000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
552,14,10,0,0,0,0,sov,PM,5.71,0,1,1,0.0,10.7,10.7097,10.7097,17,5.5686,4.230000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
553,14,12,0,0,0,0,sov,PM,85.50,0,1,1,0.0,7.8,7.7884,7.7884,12,3.8991,51.779999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
554,14,16,0,0,0,0,sov,PM,1.10,0,1,1,0.0,16.8,16.7556,16.7556,22,10.0272,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
555,14,17,0,0,0,0,sov,PM,8.44,0,1,1,0.0,15.1,15.0799,15.0799,20,8.6180,7.640000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
556,14,19,0,0,0,0,sov,PM,1.65,0,1,1,0.0,11.6,11.6378,11.6378,19,6.0783,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
557,14,602,0,0,0,0,sov,PM,1.00,0,1,1,0.0,12.3,12.2725,12.2725,10,5.2018,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
558,14,615,0,0,0,0,sov,PM,1.10,0,1,1,0.0,19.3,19.2881,19.2881,21,10.4580,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
559,14,617,0,0,0,0,sov,PM,10.37,0,1,1,0.0,18.3,18.3199,18.3199,22,10.1998,9.380000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
560,14,619,0,0,0,0,sov,PM,1.53,0,1,1,0.0,15.2,15.2223,15.2223,19,8.0681,1.380000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
561,14,620,0,0,0,0,sov,PM,36.87,0,1,1,0.0,13.1,13.1489,13.1489,17,6.6433,26.959999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
562,14,621,0,0,0,0,sov,PM,129.17,0,1,1,0.0,8.9,8.8873,8.8873,13,4.3828,128.300003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
563,14,622,0,0,1,0,sov,PM,43.16,0,1,1,0.0,4.5,4.4923,4.4923,7,1.9201,134.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
564,14,622,0,0,0,0,sov,PM,61.09,0,1,1,0.0,4.7,4.6946,4.6946,9,2.1304,134.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
565,14,623,0,0,0,0,sov,PM,51.68,0,1,1,0.0,9.3,9.3238,9.3238,14,4.9732,48.459999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
566,14,624,0,0,0,0,sov,PM,206.47,0,1,1,0.0,6.5,6.5363,6.5363,10,2.9173,125.040001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
567,14,625,0,0,0,0,sov,PM,7.99,0,1,1,0.0,7.9,7.9038,7.9038,12,3.8882,4.840000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
568,14,626,0,0,0,0,sov,PM,120.28,0,1,1,0.0,8.6,8.6104,8.6104,14,4.2258,72.980003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
569,14,627,0,0,0,0,sov,PM,19.20,0,1,1,0.0,10.0,9.9617,9.9617,15,4.8634,11.630000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
570,14,628,0,0,0,0,sov,PM,710.09,0,1,1,0.0,2.6,2.5586,2.5586,5,0.9688,310.779999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
571,14,633,0,0,0,0,sov,PM,78.52,0,1,1,0.0,6.3,6.3342,6.3342,10,2.8499,47.549999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
572,14,637,0,0,0,0,sov,PM,1.95,0,1,1,0.0,8.3,8.3216,8.3216,12,3.8998,2.960000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
573,14,637,0,0,1,0,sov,PM,2.94,0,1,1,0.0,8.3,8.2562,8.2562,12,3.9084,2.960000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
574,14,640,0,0,0,0,sov,PM,4.64,0,1,1,0.0,11.7,11.7182,11.7182,17,5.7361,2.810000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
575,14,645,0,0,0,0,sov,PM,8.75,0,1,1,0.0,13.9,13.8792,13.8792,20,6.8358,7.920000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
576,14,646,0,0,0,0,sov,PM,14.50,0,1,1,0.0,21.7,21.7085,21.7085,22,13.6504,8.780000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
577,14,647,0,0,0,0,sov,PM,100.43,0,1,1,0.0,15.4,15.4496,15.4496,19,10.9604,91.769997,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
578,14,649,0,0,0,0,sov,PM,19.74,0,1,1,0.0,11.2,11.1727,11.1727,14,5.9921,9.780000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
579,14,650,0,0,0,0,sov,PM,8.80,0,1,1,0.0,11.8,11.7957,11.7957,16,5.8623,6.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
580,14,651,0,0,0,0,sov,PM,19.73,0,1,1,0.0,12.7,12.6719,12.6719,16,6.1543,11.950000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
581,14,652,0,0,0,0,sov,PM,36.98,0,1,1,0.0,15.9,15.9092,15.9092,16,8.2701,22.590000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
582,14,653,0,0,1,0,sov,PM,13.55,0,1,1,0.0,15.4,15.4357,15.4357,17,8.6643,8.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
583,14,653,0,0,0,0,sov,PM,0.99,0,1,1,0.0,15.6,15.6470,15.6470,20,11.1727,8.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
584,14,654,0,0,1,0,sov,PM,1.70,0,1,1,0.0,14.8,14.8011,14.8011,19,7.6808,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
585,14,654,0,0,0,0,sov,PM,1.18,0,1,1,0.0,15.6,15.5859,15.5859,21,7.6093,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
586,14,2061,0,0,0,0,sov,PM,19.40,0,1,1,0.0,10.1,10.1254,10.1254,13,4.9802,11.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
587,14,2125,0,0,0,0,sov,PM,1.11,0,1,1,0.0,17.9,17.9351,17.9351,20,10.1142,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
588,14,2136,0,0,0,0,sov,PM,1.10,0,1,1,0.0,16.4,16.3623,16.3623,22,9.0597,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
589,14,2137,0,0,0,0,sov,PM,1.10,0,1,1,0.0,19.5,19.4770,19.4770,24,11.0210,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
590,14,2142,0,0,0,0,sov,PM,1.88,0,1,1,0.0,14.2,14.2308,14.2308,18,7.3835,1.390000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
591,14,2146,0,0,0,0,sov,PM,1.10,0,1,1,0.0,16.6,16.5572,16.5572,21,9.7645,1.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
592,14,2147,0,0,0,0,sov,PM,1.10,0,1,1,0.0,19.7,19.6638,19.6638,24,11.0832,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
593,14,2197,0,0,0,0,sov,PM,1.68,0,1,1,0.0,10.1,10.1157,10.1157,15,4.9147,1.240000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
594,16,1,0,0,0,0,sov,PM,1.00,0,1,1,0.0,15.6,15.6308,15.6308,20,11.5649,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
595,16,2,0,0,0,0,sov,PM,0.63,0,1,1,0.0,28.0,28.0352,28.0352,18,11.3133,5.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
596,16,2,0,0,1,0,sov,PM,7.53,0,1,1,0.0,21.6,21.6010,21.6010,24,11.7555,5.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
597,16,3,0,0,0,0,sov,PM,1.82,0,1,1,0.0,25.5,25.5012,25.5012,16,10.5821,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
598,16,3,0,0,1,0,sov,PM,2.32,0,1,1,0.0,19.1,19.0671,19.0671,22,11.0242,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
599,16,8,0,0,0,0,sov,PM,1.83,0,1,1,0.0,18.3,18.2596,18.2596,22,12.0813,6.740000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
600,16,9,0,0,0,0,sov,PM,0.56,0,1,1,0.0,24.8,24.7652,24.7652,16,10.0100,5.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
601,16,9,0,0,1,0,sov,PM,7.79,0,1,1,0.0,18.3,18.3310,18.3310,22,10.4521,5.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
602,16,10,0,0,0,0,sov,PM,0.58,0,1,1,0.0,25.3,25.2878,25.2878,18,10.2549,3.220000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
603,16,10,0,0,1,0,sov,PM,4.52,0,1,1,0.0,18.9,18.8537,18.8537,24,10.6970,3.220000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
604,16,12,0,0,0,0,sov,PM,0.56,0,1,1,0.0,24.5,24.5245,24.5245,17,9.9723,2.510000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
605,16,12,0,0,1,0,sov,PM,1.45,0,1,1,0.0,18.1,18.0904,18.0904,23,10.4144,2.510000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
606,16,12,0,0,2,0,sov,PM,1.00,0,1,1,0.0,18.2,18.1680,18.1680,22,10.4785,2.510000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
607,16,14,0,0,0,0,sov,PM,1.45,0,1,1,0.0,16.3,16.2884,16.2884,18,9.7199,3.580000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
