link_id,from_node_id,to_node_id,from_cell_code,time_period,volume,background_volume,major_path_volume,ratio_of_major_path_flow,geometry,notes
201580BA,202492,652,,0600_0900,0.000,0.000,0.000,-1.000,"LINESTRING (-112.357793 33.661209, -112.350423 33.662610)",
201580BA,202492,652,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.357793 33.661209, -112.350423 33.662610)",
201580BA,202492,652,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.357793 33.661209, -112.350423 33.662610)",
201581AB,202517,202523,,0600_0900,1503.681,0.000,1503.681,1.000,"LINESTRING (-112.359672 33.660590, -112.349382 33.653328)",
201581AB,202517,202523,,1000_1500,41.214,0.000,41.214,1.000,"LINESTRING (-112.359672 33.660590, -112.349382 33.653328)",
201581AB,202517,202523,,1500_1800,23.138,0.000,23.138,1.000,"LINESTRING (-112.359672 33.660590, -112.349382 33.653328)",
201581BA,202523,202517,,0600_0900,905.623,0.000,905.623,1.000,"LINESTRING (-112.347534 33.655948, -112.357824 33.663210)",
201581BA,202523,202517,,1000_1500,13.742,0.000,13.742,1.000,"LINESTRING (-112.347534 33.655948, -112.357824 33.663210)",
201581BA,202523,202517,,1500_1800,7.715,0.000,7.715,1.000,"LINESTRING (-112.347534 33.655948, -112.357824 33.663210)",
201582AB,202492,202517,,0600_0900,1331.505,0.000,1331.505,1.000,"LINESTRING (-112.358092 33.662784, -112.358748 33.661900)",
201582AB,202492,202517,,1000_1500,29.383,0.000,29.383,1.000,"LINESTRING (-112.358092 33.662784, -112.358748 33.661900)",
201582AB,202492,202517,,1500_1800,16.496,0.000,16.496,1.000,"LINESTRING (-112.358092 33.662784, -112.358748 33.661900)",
201583AB,653,202493,,0600_0900,1213.149,0.000,1213.149,1.000,"LINESTRING (-112.332036 33.677200, -112.337041 33.675799)",
201583AB,653,202493,,1000_1500,0.451,0.000,0.451,1.000,"LINESTRING (-112.332036 33.677200, -112.337041 33.675799)",
201583AB,653,202493,,1500_1800,0.253,0.000,0.253,1.000,"LINESTRING (-112.332036 33.677200, -112.337041 33.675799)",
201583BA,202493,653,,0600_0900,1796.378,0.000,1796.378,1.000,"LINESTRING (-112.336177 33.672711, -112.331172 33.674112)",
201583BA,202493,653,,1000_1500,0.452,0.000,0.452,1.000,"LINESTRING (-112.336177 33.672711, -112.331172 33.674112)",
201583BA,202493,653,,1500_1800,0.254,0.000,0.254,1.000,"LINESTRING (-112.336177 33.672711, -112.331172 33.674112)",
201589AB,202488,202768,,0600_0900,4952.129,0.000,4952.129,1.000,"LINESTRING (-112.389505 33.692538, -112.396526 33.687434)",
201589AB,202488,202768,,1000_1500,784.819,0.000,784.819,1.000,"LINESTRING (-112.389505 33.692538, -112.396526 33.687434)",
201589AB,202488,202768,,1500_1800,440.608,0.000,440.608,1.000,"LINESTRING (-112.389505 33.692538, -112.396526 33.687434)",
201590AB,202752,202487,,0600_0900,5620.923,0.000,5620.923,1.000,"LINESTRING (-112.396280 33.687252, -112.389369 33.692288)",
201590AB,202752,202487,,1000_1500,853.096,0.000,853.096,1.000,"LINESTRING (-112.396280 33.687252, -112.389369 33.692288)",
201590AB,202752,202487,,1500_1800,478.939,0.000,478.939,1.000,"LINESTRING (-112.396280 33.687252, -112.389369 33.692288)",
201592AB,202485,202484,,0600_0900,3031.003,18.630,3012.374,0.994,"LINESTRING (-112.377269 33.726356, -112.394630 33.726322)",
201592AB,202485,202484,,1000_1500,1.047,0.000,1.047,1.000,"LINESTRING (-112.377269 33.726356, -112.394630 33.726322)",
201592AB,202485,202484,,1500_1800,0.588,0.000,0.588,1.000,"LINESTRING (-112.377269 33.726356, -112.394630 33.726322)",
201592BA,202484,202485,,0600_0900,132.407,5.321,127.086,0.960,"LINESTRING (-112.394624 33.723116, -112.377263 33.723150)",
201592BA,202484,202485,,1000_1500,1.040,0.000,1.040,1.000,"LINESTRING (-112.394624 33.723116, -112.377263 33.723150)",
201592BA,202484,202485,,1500_1800,0.584,0.000,0.584,1.000,"LINESTRING (-112.394624 33.723116, -112.377263 33.723150)",
201594AB,619,202484,,0600_0900,2.097,0.000,2.097,1.000,"LINESTRING (-112.393785 33.710436, -112.393026 33.724633)",
201594AB,619,202484,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.393785 33.710436, -112.393026 33.724633)",
201594AB,619,202484,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.393785 33.710436, -112.393026 33.724633)",
201594BA,202484,619,,0600_0900,8.768,5.845,2.923,0.333,"LINESTRING (-112.396228 33.724805, -112.396987 33.710608)",
201594BA,202484,619,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.396228 33.724805, -112.396987 33.710608)",
201594BA,202484,619,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.396228 33.724805, -112.396987 33.710608)",
201595AB,202925,202796,,0600_0900,10205.525,0.000,10205.525,1.000,"LINESTRING (-112.447297 33.712384, -112.424226 33.694529)",
201595AB,202925,202796,,1000_1500,1185.784,0.000,1185.784,1.000,"LINESTRING (-112.447297 33.712384, -112.424226 33.694529)",
201595AB,202925,202796,,1500_1800,665.714,0.000,665.714,1.000,"LINESTRING (-112.447297 33.712384, -112.424226 33.694529)",
201595BA,202796,202925,,0600_0900,5437.144,0.000,5437.144,1.000,"LINESTRING (-112.422264 33.697065, -112.445335 33.714920)",
201595BA,202796,202925,,1000_1500,1121.573,0.000,1121.573,1.000,"LINESTRING (-112.422264 33.697065, -112.445335 33.714920)",
201595BA,202796,202925,,1500_1800,629.666,0.000,629.666,1.000,"LINESTRING (-112.422264 33.697065, -112.445335 33.714920)",
201596AB,202482,202481,,0600_0900,342.899,21.740,321.159,0.937,"LINESTRING (-112.412297 33.726261, -112.429623 33.726268)",
201596AB,202482,202481,,1000_1500,4.194,0.000,4.194,1.000,"LINESTRING (-112.412297 33.726261, -112.429623 33.726268)",
201596AB,202482,202481,,1500_1800,2.355,0.000,2.355,1.000,"LINESTRING (-112.412297 33.726261, -112.429623 33.726268)",
201596BA,202481,202482,,0600_0900,1511.390,10.234,1501.156,0.993,"LINESTRING (-112.429623 33.723062, -112.412297 33.723055)",
201596BA,202481,202482,,1000_1500,4.072,0.000,4.072,1.000,"LINESTRING (-112.429623 33.723062, -112.412297 33.723055)",
201596BA,202481,202482,,1500_1800,2.286,0.000,2.286,1.000,"LINESTRING (-112.429623 33.723062, -112.412297 33.723055)",
201597AB,202482,202480,,0600_0900,7493.558,0.000,7493.558,1.000,"LINESTRING (-112.413849 33.724259, -112.410855 33.712600)",
201597AB,202482,202480,,1000_1500,11.354,0.000,11.354,1.000,"LINESTRING (-112.413849 33.724259, -112.410855 33.712600)",
201597AB,202482,202480,,1500_1800,6.374,0.000,6.374,1.000,"LINESTRING (-112.413849 33.724259, -112.410855 33.712600)",
201597BA,202480,202482,,0600_0900,829.845,0.000,829.845,1.000,"LINESTRING (-112.407751 33.713398, -112.410745 33.725057)",
201597BA,202480,202482,,1000_1500,11.567,0.000,11.567,1.000,"LINESTRING (-112.407751 33.713398, -112.410745 33.725057)",
201597BA,202480,202482,,1500_1800,6.494,0.000,6.494,1.000,"LINESTRING (-112.407751 33.713398, -112.410745 33.725057)",
201600AB,202481,202479,,0600_0900,0.000,0.000,0.000,-1.000,"LINESTRING (-112.428020 33.724672, -112.428067 33.734730)",
201600AB,202481,202479,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.428020 33.724672, -112.428067 33.734730)",
201600AB,202481,202479,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.428020 33.724672, -112.428067 33.734730)",
201600BA,202479,202481,,0600_0900,0.000,0.000,0.000,-1.000,"LINESTRING (-112.431273 33.734716, -112.431226 33.724658)",
201600BA,202479,202481,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.431273 33.734716, -112.431226 33.724658)",
201600BA,202479,202481,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.431273 33.734716, -112.431226 33.724658)",
201601AB,202477,202481,,0600_0900,1511.390,10.234,1501.156,0.993,"LINESTRING (-112.437714 33.723054, -112.429623 33.723062)",
201601AB,202477,202481,,1000_1500,4.072,0.000,4.072,1.000,"LINESTRING (-112.437714 33.723054, -112.429623 33.723062)",
201601AB,202477,202481,,1500_1800,2.286,0.000,2.286,1.000,"LINESTRING (-112.437714 33.723054, -112.429623 33.723062)",
201601BA,202481,202477,,0600_0900,342.899,21.740,321.159,0.937,"LINESTRING (-112.429623 33.726268, -112.437714 33.726260)",
201601BA,202481,202477,,1000_1500,4.194,0.000,4.194,1.000,"LINESTRING (-112.429623 33.726268, -112.437714 33.726260)",
201601BA,202481,202477,,1500_1800,2.355,0.000,2.355,1.000,"LINESTRING (-112.429623 33.726268, -112.437714 33.726260)",
201602AB,617,202477,,0600_0900,1511.390,10.234,1501.156,0.993,"LINESTRING (-112.442503 33.732684, -112.439211 33.724084)",
201602AB,617,202477,,1000_1500,4.072,0.000,4.072,1.000,"LINESTRING (-112.442503 33.732684, -112.439211 33.724084)",
201602AB,617,202477,,1500_1800,2.286,0.000,2.286,1.000,"LINESTRING (-112.442503 33.732684, -112.439211 33.724084)",
201602BA,202477,617,,0600_0900,342.899,21.740,321.159,0.937,"LINESTRING (-112.436217 33.725230, -112.439509 33.733830)",
201602BA,202477,617,,1000_1500,4.194,0.000,4.194,1.000,"LINESTRING (-112.436217 33.725230, -112.439509 33.733830)",
201602BA,202477,617,,1500_1800,2.355,0.000,2.355,1.000,"LINESTRING (-112.436217 33.725230, -112.439509 33.733830)",
201603AB,2142,202796,,0600_0900,1512.840,0.000,1512.840,1.000,"LINESTRING (-112.428089 33.710917, -112.424813 33.695465)",
201603AB,2142,202796,,1000_1500,4.626,0.000,4.626,1.000,"LINESTRING (-112.428089 33.710917, -112.424813 33.695465)",
201603AB,2142,202796,,1500_1800,2.597,0.000,2.597,1.000,"LINESTRING (-112.428089 33.710917, -112.424813 33.695465)",
201603BA,202796,2142,,0600_0900,289.766,0.000,289.766,1.000,"LINESTRING (-112.421677 33.696129, -112.424953 33.711581)",
201603BA,202796,2142,,1000_1500,4.806,0.000,4.806,1.000,"LINESTRING (-112.421677 33.696129, -112.424953 33.711581)",
201603BA,202796,2142,,1500_1800,2.698,0.000,2.698,1.000,"LINESTRING (-112.421677 33.696129, -112.424953 33.711581)",
201604AB,202476,202809,,0600_0900,8985.273,0.000,8985.273,1.000,"LINESTRING (-112.410855 33.697082, -112.413552 33.687294)",
201604AB,202476,202809,,1000_1500,13.672,0.000,13.672,1.000,"LINESTRING (-112.410855 33.697082, -112.413552 33.687294)",
201604AB,202476,202809,,1500_1800,7.676,0.000,7.676,1.000,"LINESTRING (-112.410855 33.697082, -112.413552 33.687294)",
201604BA,202809,202476,,0600_0900,955.457,0.000,955.457,1.000,"LINESTRING (-112.410462 33.686442, -112.407765 33.696230)",
201604BA,202809,202476,,1000_1500,13.671,0.000,13.671,1.000,"LINESTRING (-112.410462 33.686442, -112.407765 33.696230)",
201604BA,202809,202476,,1500_1800,7.675,0.000,7.675,1.000,"LINESTRING (-112.410462 33.686442, -112.407765 33.696230)",
201605AB,202476,202480,,0600_0900,955.457,0.000,955.457,1.000,"LINESTRING (-112.407707 33.696655, -112.407700 33.712998)",
201605AB,202476,202480,,1000_1500,13.671,0.000,13.671,1.000,"LINESTRING (-112.407707 33.696655, -112.407700 33.712998)",
201605AB,202476,202480,,1500_1800,7.675,0.000,7.675,1.000,"LINESTRING (-112.407707 33.696655, -112.407700 33.712998)",
201605BA,202480,202476,,0600_0900,8985.273,0.000,8985.273,1.000,"LINESTRING (-112.410906 33.713000, -112.410913 33.696657)",
201605BA,202480,202476,,1000_1500,13.672,0.000,13.672,1.000,"LINESTRING (-112.410906 33.713000, -112.410913 33.696657)",
201605BA,202480,202476,,1500_1800,7.676,0.000,7.676,1.000,"LINESTRING (-112.410906 33.713000, -112.410913 33.696657)",
201606AB,202796,202809,,0600_0900,11611.302,0.000,11611.302,1.000,"LINESTRING (-112.424242 33.694542, -112.413004 33.685613)",
201606AB,202796,202809,,1000_1500,1189.858,0.000,1189.858,1.000,"LINESTRING (-112.424242 33.694542, -112.413004 33.685613)",
201606AB,202796,202809,,1500_1800,668.002,0.000,668.002,1.000,"LINESTRING (-112.424242 33.694542, -112.413004 33.685613)",
201606BA,202809,202796,,0600_0900,5685.971,0.000,5685.971,1.000,"LINESTRING (-112.411010 33.688123, -112.422248 33.697052)",
201606BA,202809,202796,,1000_1500,1125.848,0.000,1125.848,1.000,"LINESTRING (-112.411010 33.688123, -112.422248 33.697052)",
201606BA,202809,202796,,1500_1800,632.066,0.000,632.066,1.000,"LINESTRING (-112.411010 33.688123, -112.422248 33.697052)",
201607AB,619,202480,,0600_0900,1512.944,0.000,1512.944,1.000,"LINESTRING (-112.395105 33.712100, -112.409022 33.714577)",
201607AB,619,202480,,1000_1500,2.318,0.000,2.318,1.000,"LINESTRING (-112.395105 33.712100, -112.409022 33.714577)",
201607AB,619,202480,,1500_1800,1.301,0.000,1.301,1.000,"LINESTRING (-112.395105 33.712100, -112.409022 33.714577)",
201607BA,202480,619,,0600_0900,146.840,0.000,146.840,1.000,"LINESTRING (-112.409584 33.711421, -112.395667 33.708944)",
201607BA,202480,619,,1000_1500,2.103,0.000,2.103,1.000,"LINESTRING (-112.409584 33.711421, -112.395667 33.708944)",
201607BA,202480,619,,1500_1800,1.181,0.000,1.181,1.000,"LINESTRING (-112.409584 33.711421, -112.395667 33.708944)",
201610AB,202482,202475,,0600_0900,170.645,4.195,166.450,0.975,"LINESTRING (-112.412297 33.723055, -112.404888 33.723059)",
201610AB,202482,202475,,1000_1500,1.246,0.000,1.246,1.000,"LINESTRING (-112.412297 33.723055, -112.404888 33.723059)",
201610AB,202482,202475,,1500_1800,0.700,0.000,0.700,1.000,"LINESTRING (-112.412297 33.723055, -112.404888 33.723059)",
201610BA,202475,202482,,0600_0900,4536.644,30.767,4505.878,0.993,"LINESTRING (-112.404888 33.726265, -112.412297 33.726261)",
201610BA,202475,202482,,1000_1500,1.253,0.000,1.253,1.000,"LINESTRING (-112.404888 33.726265, -112.412297 33.726261)",
201610BA,202475,202482,,1500_1800,0.704,0.000,0.704,1.000,"LINESTRING (-112.404888 33.726265, -112.412297 33.726261)",
201611AB,202478,202482,,0600_0900,1511.251,9.344,1501.907,0.994,"LINESTRING (-112.413841 33.731988, -112.413900 33.724671)",
201611AB,202478,202482,,1000_1500,6.028,0.000,6.028,1.000,"LINESTRING (-112.413841 33.731988, -112.413900 33.724671)",
201611AB,202478,202482,,1500_1800,3.384,0.000,3.384,1.000,"LINESTRING (-112.413841 33.731988, -112.413900 33.724671)",
201611BA,202482,202478,,0600_0900,382.029,24.410,357.619,0.936,"LINESTRING (-112.410694 33.724645, -112.410635 33.731962)",
201611BA,202482,202478,,1000_1500,6.127,0.000,6.127,1.000,"LINESTRING (-112.410694 33.724645, -112.410635 33.731962)",
201611BA,202482,202478,,1500_1800,3.440,0.000,3.440,1.000,"LINESTRING (-112.410694 33.724645, -112.410635 33.731962)",
201613AB,2136,202474,,0600_0900,1516.830,20.080,1496.750,0.987,"LINESTRING (-112.405049 33.731788, -112.405825 33.724829)",
201613AB,2136,202474,,1000_1500,0.206,0.000,0.206,1.000,"LINESTRING (-112.405049 33.731788, -112.405825 33.724829)",
201613AB,2136,202474,,1500_1800,0.116,0.000,0.116,1.000,"LINESTRING (-112.405049 33.731788, -112.405825 33.724829)",
201613BA,202474,2136,,0600_0900,42.756,0.971,41.785,0.977,"LINESTRING (-112.402639 33.724473, -112.401863 33.731432)",
201613BA,202474,2136,,1000_1500,0.206,0.000,0.206,1.000,"LINESTRING (-112.402639 33.724473, -112.401863 33.731432)",
201613BA,202474,2136,,1500_1800,0.116,0.000,0.116,1.000,"LINESTRING (-112.402639 33.724473, -112.401863 33.731432)",
201614AB,202474,202484,,0600_0900,133.556,8.244,125.312,0.938,"LINESTRING (-112.404221 33.723048, -112.394616 33.723116)",
201614AB,202474,202484,,1000_1500,1.040,0.000,1.040,1.000,"LINESTRING (-112.404221 33.723048, -112.394616 33.723116)",
201614AB,202474,202484,,1500_1800,0.584,0.000,0.584,1.000,"LINESTRING (-112.404221 33.723048, -112.394616 33.723116)",
201614BA,202484,202474,,0600_0900,3025.482,15.707,3009.775,0.995,"LINESTRING (-112.394638 33.726322, -112.404243 33.726254)",
201614BA,202484,202474,,1000_1500,1.047,0.000,1.047,1.000,"LINESTRING (-112.394638 33.726322, -112.404243 33.726254)",
201614BA,202484,202474,,1500_1800,0.588,0.000,0.588,1.000,"LINESTRING (-112.394638 33.726322, -112.404243 33.726254)",
201615AB,202474,202475,,0600_0900,4536.644,30.767,4505.878,0.993,"LINESTRING (-112.404205 33.726254, -112.404861 33.726265)",
201615AB,202474,202475,,1000_1500,1.253,0.000,1.253,1.000,"LINESTRING (-112.404205 33.726254, -112.404861 33.726265)",
201615AB,202474,202475,,1500_1800,0.704,0.000,0.704,1.000,"LINESTRING (-112.404205 33.726254, -112.404861 33.726265)",
201615BA,202475,202474,,0600_0900,170.645,4.195,166.450,0.975,"LINESTRING (-112.404915 33.723059, -112.404259 33.723048)",
201615BA,202475,202474,,1000_1500,1.246,0.000,1.246,1.000,"LINESTRING (-112.404915 33.723059, -112.404259 33.723048)",
201615BA,202475,202474,,1500_1800,0.700,0.000,0.700,1.000,"LINESTRING (-112.404915 33.723059, -112.404259 33.723048)",
201633AB,2147,202485,,0600_0900,1516.568,0.000,1516.568,1.000,"LINESTRING (-112.367896 33.717174, -112.376101 33.725854)",
201633AB,2147,202485,,1000_1500,0.061,0.000,0.061,1.000,"LINESTRING (-112.367896 33.717174, -112.376101 33.725854)",
201633AB,2147,202485,,1500_1800,0.034,0.000,0.034,1.000,"LINESTRING (-112.367896 33.717174, -112.376101 33.725854)",
201633BA,202485,2147,,0600_0900,51.542,2.117,49.425,0.959,"LINESTRING (-112.378431 33.723652, -112.370226 33.714972)",
201633BA,202485,2147,,1000_1500,0.061,0.000,0.061,1.000,"LINESTRING (-112.378431 33.723652, -112.370226 33.714972)",
201633BA,202485,2147,,1500_1800,0.034,0.000,0.034,1.000,"LINESTRING (-112.378431 33.723652, -112.370226 33.714972)",
201634AB,202487,202467,,0600_0900,5620.923,0.000,5620.923,1.000,"LINESTRING (-112.389369 33.692288, -112.359900 33.696558)",
201634AB,202487,202467,,1000_1500,853.096,0.000,853.096,1.000,"LINESTRING (-112.389369 33.692288, -112.359900 33.696558)",
201634AB,202487,202467,,1500_1800,478.939,0.000,478.939,1.000,"LINESTRING (-112.389369 33.692288, -112.359900 33.696558)",
201635AB,202466,202488,,0600_0900,4952.129,0.000,4952.129,1.000,"LINESTRING (-112.360367 33.696725, -112.389505 33.692538)",
201635AB,202466,202488,,1000_1500,784.819,0.000,784.819,1.000,"LINESTRING (-112.360367 33.696725, -112.389505 33.692538)",
201635AB,202466,202488,,1500_1800,440.608,0.000,440.608,1.000,"LINESTRING (-112.360367 33.696725, -112.389505 33.692538)",
201636AB,202763,202762,,0600_0900,127.111,0.000,127.111,1.000,"LINESTRING (-112.357630 33.687879, -112.381506 33.688432)",
201636AB,202763,202762,,1000_1500,19.171,0.000,19.171,1.000,"LINESTRING (-112.357630 33.687879, -112.381506 33.688432)",
201636AB,202763,202762,,1500_1800,10.763,0.000,10.763,1.000,"LINESTRING (-112.357630 33.687879, -112.381506 33.688432)",
201636BA,202762,202763,,0600_0900,272.123,0.000,272.123,1.000,"LINESTRING (-112.381580 33.685228, -112.357704 33.684675)",
201636BA,202762,202763,,1000_1500,19.008,0.000,19.008,1.000,"LINESTRING (-112.381580 33.685228, -112.357704 33.684675)",
201636BA,202762,202763,,1500_1800,10.671,0.000,10.671,1.000,"LINESTRING (-112.381580 33.685228, -112.357704 33.684675)",
201637AB,202465,202464,,0600_0900,39.683,0.000,39.683,1.000,"LINESTRING (-112.344208 33.724884, -112.344356 33.711172)",
201637AB,202465,202464,,1000_1500,8.856,0.000,8.856,1.000,"LINESTRING (-112.344208 33.724884, -112.344356 33.711172)",
201637AB,202465,202464,,1500_1800,4.972,0.000,4.972,1.000,"LINESTRING (-112.344208 33.724884, -112.344356 33.711172)",
201637BA,202464,202465,,0600_0900,27.046,0.000,27.046,1.000,"LINESTRING (-112.341150 33.711138, -112.341002 33.724850)",
201637BA,202464,202465,,1000_1500,8.965,0.000,8.965,1.000,"LINESTRING (-112.341150 33.711138, -112.341002 33.724850)",
201637BA,202464,202465,,1500_1800,5.033,0.000,5.033,1.000,"LINESTRING (-112.341150 33.711138, -112.341002 33.724850)",
201638AB,646,202762,,0600_0900,1496.895,0.000,1496.895,1.000,"LINESTRING (-112.374621 33.694385, -112.382541 33.688084)",
201638AB,646,202762,,1000_1500,19.008,0.000,19.008,1.000,"LINESTRING (-112.374621 33.694385, -112.382541 33.688084)",
201638AB,646,202762,,1500_1800,10.671,0.000,10.671,1.000,"LINESTRING (-112.374621 33.694385, -112.382541 33.688084)",
201638BA,202762,646,,0600_0900,1220.965,0.000,1220.965,1.000,"LINESTRING (-112.380545 33.685576, -112.372625 33.691877)",
201638BA,202762,646,,1000_1500,19.171,0.000,19.171,1.000,"LINESTRING (-112.380545 33.685576, -112.372625 33.691877)",
201638BA,202762,646,,1500_1800,10.763,0.000,10.763,1.000,"LINESTRING (-112.380545 33.685576, -112.372625 33.691877)",
201639AB,2137,202485,,0600_0900,1516.209,19.159,1497.050,0.987,"LINESTRING (-112.386976 33.730609, -112.378280 33.723511)",
201639AB,2137,202485,,1000_1500,0.986,0.000,0.986,1.000,"LINESTRING (-112.386976 33.730609, -112.378280 33.723511)",
201639AB,2137,202485,,1500_1800,0.554,0.000,0.554,1.000,"LINESTRING (-112.386976 33.730609, -112.378280 33.723511)",
201639BA,202485,2137,,0600_0900,82.639,3.733,78.906,0.955,"LINESTRING (-112.376252 33.725995, -112.384948 33.733093)",
201639BA,202485,2137,,1000_1500,0.979,0.000,0.979,1.000,"LINESTRING (-112.376252 33.725995, -112.384948 33.733093)",
201639BA,202485,2137,,1500_1800,0.550,0.000,0.550,1.000,"LINESTRING (-112.376252 33.725995, -112.384948 33.733093)",
201640AB,647,202763,,0600_0900,0.000,0.000,0.000,-1.000,"LINESTRING (-112.340489 33.688831, -112.357755 33.687877)",
201640AB,647,202763,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.340489 33.688831, -112.357755 33.687877)",
201640AB,647,202763,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.340489 33.688831, -112.357755 33.687877)",
201640BA,202763,647,,0600_0900,30.364,0.000,30.364,1.000,"LINESTRING (-112.357579 33.684677, -112.340313 33.685631)",
201640BA,202763,647,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.357579 33.684677, -112.340313 33.685631)",
201640BA,202763,647,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.357579 33.684677, -112.340313 33.685631)",
201641AB,767,202463,,0600_0900,0.000,0.000,0.000,-1.000,"LINESTRING (-112.341501 33.711810, -112.348235 33.712755)",
201641AB,767,202463,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.341501 33.711810, -112.348235 33.712755)",
201641AB,767,202463,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.341501 33.711810, -112.348235 33.712755)",
201641BA,202463,767,,0600_0900,0.000,0.000,0.000,-1.000,"LINESTRING (-112.348681 33.709581, -112.341947 33.708636)",
201641BA,202463,767,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.348681 33.709581, -112.341947 33.708636)",
201641BA,202463,767,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.348681 33.709581, -112.341947 33.708636)",
201642AB,202467,202748,,0600_0900,5620.923,0.000,5620.923,1.000,"LINESTRING (-112.359900 33.696558, -112.334078 33.698246)",
201642AB,202467,202748,,1000_1500,853.096,0.000,853.096,1.000,"LINESTRING (-112.359900 33.696558, -112.334078 33.698246)",
201642AB,202467,202748,,1500_1800,478.939,0.000,478.939,1.000,"LINESTRING (-112.359900 33.696558, -112.334078 33.698246)",
201643AB,202463,202464,,0600_0900,0.000,0.000,0.000,-1.000,"LINESTRING (-112.348462 33.709565, -112.342757 33.709552)",
201643AB,202463,202464,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.348462 33.709565, -112.342757 33.709552)",
201643AB,202463,202464,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.348462 33.709565, -112.342757 33.709552)",
201643BA,202464,202463,,0600_0900,0.000,0.000,0.000,-1.000,"LINESTRING (-112.342749 33.712758, -112.348454 33.712771)",
201643BA,202464,202463,,1000_1500,0.000,0.000,0.000,-1.000,"LINESTRING (-112.342749 33.712758, -112.348454 33.712771)",
201643BA,202464,202463,,1500_1800,0.000,0.000,0.000,-1.000,"LINESTRING (-112.342749 33.712758, -112.348454 33.712771)",
201644AB,202749,202466,,0600_0900,4952.129,0.000,4952.129,1.000,"LINESTRING (-112.334077 33.698525, -112.360367 33.696725)",
201644AB,202749,202466,,1000_1500,784.819,0.000,784.819,1.000,"LINESTRING (-112.334077 33.698525, -112.360367 33.696725)",
201644AB,202749,202466,,1500_1800,440.608,0.000,440.608,1.000,"LINESTRING (-112.334077 33.698525, -112.360367 33.696725)",
201645AB,202788,202748,,0600_0900,2788.670,0.000,2788.670,1.000,"LINESTRING (-112.332481 33.692357, -112.332475 33.698244)",
201645AB,202788,202748,,1000_1500,131.928,0.000,131.928,1.000,"LINESTRING (-112.332481 33.692357, -112.332475 33.698244)",
201645AB,202788,202748,,1500_1800,74.066,0.000,74.066,1.000,"LINESTRING (-112.332481 33.692357, -112.332475 33.698244)",
201645BA,202748,202788,,0600_0900,3209.647,0.000,3209.647,1.000,"LINESTRING (-112.335681 33.698248, -112.335687 33.692361)",
201645BA,202748,202788,,1000_1500,146.181,0.000,146.181,1.000,"LINESTRING (-112.335681 33.698248, -112.335687 33.692361)",
201645BA,202748,202788,,1500_1800,82.068,0.000,82.068,1.000,"LINESTRING (-112.335681 33.698248, -112.335687 33.692361)",
201646AB,202748,202749,,0600_0900,1003.052,0.000,1003.052,1.000,"LINESTRING (-112.332475 33.698240, -112.332474 33.698519)",
201646AB,202748,202749,,1000_1500,123.732,0.000,123.732,1.000,"LINESTRING (-112.332475 33.698240, -112.332474 33.698519)",
201646AB,202748,202749,,1500_1800,69.465,0.000,69.465,1.000,"LINESTRING (-112.332475 33.698240, -112.332474 33.698519)",
201646BA,202749,202748,,0600_0900,764.535,0.000,764.535,1.000,"LINESTRING (-112.335680 33.698531, -112.335681 33.698252)",
201646BA,202749,202748,,1000_1500,13.961,0.000,13.961,1.000,"LINESTRING (-112.335680 33.698531, -112.335681 33.698252)",
201646BA,202749,202748,,1500_1800,7.838,0.000,7.838,1.000,"LINESTRING (-112.335680 33.698531, -112.335681 33.698252)",
201647AB,767,202759,,0600_0900,23.416,0.000,23.416,1.000,"LINESTRING (-112.341275 33.708684, -112.337043 33.709920)",
201647AB,767,202759,,1000_1500,0.360,0.000,0.360,1.000,"LINESTRING (-112.341275 33.708684, -112.337043 33.709920)",
201647AB,767,202759,,1500_1800,0.202,0.000,0.202,1.000,"LINESTRING (-112.341275 33.708684, -112.337043 33.709920)",
201647BA,202759,767,,0600_0900,2.617,0.000,2.617,1.000,"LINESTRING (-112.337941 33.712998, -112.342173 33.711762)",
201647BA,202759,767,,1000_1500,0.360,0.000,0.360,1.000,"LINESTRING (-112.337941 33.712998, -112.342173 33.711762)",
201647BA,202759,767,,1500_1800,0.202,0.000,0.202,1.000,"LINESTRING (-112.337941 33.712998, -112.342173 33.711762)",
